Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Matrisome-associated,ECM Regulators,SERPINA2P,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 2",ARGS|ATR|PIL|psiATR,8985,8985,P20848,NP_006211.2,,
Matrisome-associated,ECM Regulators,SERPINA3,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3",AACT|ACT|GIG24|GIG25|MGC88254,16,16,G3V3A0:G3V595:P01011,NP_001076.2,Mouse:Serpina3a|Mouse:Serpina3b|Mouse:Serpina3c|Mouse:Serpina3f|Mouse:Serpina3g|Mouse:Serpina3h|Mouse:Serpina3k|Mouse:Serpina3m|Mouse:Serpina3n|,
Matrisome-associated,ECM Regulators,SERPINA4,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4",KAL|KLST|KST|PI4|kallistatin,8948,8948,P29622,NP_001275961.1:NP_001275962.1:NP_006206.2,Mouse:Serpina4-ps1|,
Matrisome-associated,ECM Regulators,SERPINA5,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5",PAI3|PCI|PLANH3|PROCI,8723,8723,G3V264:G3V265:G3V2M1:G3V3F5:G3V3Y3:G3V482:G3V4B4:G3V5Q9:P05154,NP_000615.3,Mouse:Serpina5|,
Matrisome-associated,ECM Regulators,SERPINA6,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6",CBG,1540,1540,G3V350:G3V4V7:P08185,NP_001747.2,Mouse:Serpina6|,
Matrisome-associated,ECM Regulators,SERPINA7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",TBG,11583,11583,P05543,NP_000345.2,Mouse:Serpina7|,
Matrisome-associated,ECM Regulators,SERPINA9,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",GCET1|MGC131906|SERPINA11|SERPINA11b,15995,15995,Q86WD7,NP_001035983.1:NP_001271204.1:NP_001271205.1:NP_783866.2,Mouse:Serpina9|,
Matrisome-associated,ECM Regulators,SERPINB1,"serpin peptidase inhibitor, clade B (ovalbumin), member 1",EI|ELANH2|LEI|M/NEI|MNEI|PI2,3311,3311,B4DNT0:P30740,NP_109591.1:XP_006715071.1,Mouse:Serpinb1a|Mouse:Serpinb1b|Mouse:Serpinb1c|,
Matrisome-associated,ECM Regulators,SERPINB10,"serpin peptidase inhibitor, clade B (ovalbumin), member 10",PI10|bomapin,8942,8942,H7BYS2:H7C004:P48595,NP_005015.1,Mouse:Serpinb10|,
Matrisome-associated,ECM Regulators,SERPINB11,"serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)",EPIPIN|MGC163242|MGC163244|SERPIN11,14221,14221,F5GWT8:F5GY69:F5GYW9:Q96P15,NP_001278207.1:NP_536723.2:NP_001278208.1:NP_536723.2,Mouse:Serpinb11|,
Matrisome-associated,ECM Regulators,SERPINB12,"serpin peptidase inhibitor, clade B (ovalbumin), member 12",MGC119247|MGC119248|YUKOPIN,14220,14220,Q3SYB4:Q96P63,NP_536722.1:XP_005266835.1,Mouse:Serpinb12|,
Matrisome-associated,ECM Regulators,SERPINB13,"serpin peptidase inhibitor, clade B (ovalbumin), member 13",HSHUR7SEQ|HUR7|MGC126870|PI13|headpin,8944,8944,C9JL93:F8WE70:H7BZS9:Q9UIV8,NP_036529.1,Mouse:Serpinb13|,
Matrisome-associated,ECM Regulators,SERPINB2,"serpin peptidase inhibitor, clade B (ovalbumin), member 2",HsT1201|PAI|PAI-2|PAI2|PLANH2,8584,8584,E7EPJ9:E7ERB5:E9PDK7:P05120,NP_001137290.1:NP_002566.1,Mouse:Serpinb2|,
Matrisome-associated,ECM Regulators,SERPINB3,"serpin peptidase inhibitor, clade B (ovalbumin), member 3",HsT1196|SCC|SCCA-1|SCCA-PD|SCCA1|T4-A,10569,10569,P29508,NP_008850.1,,
Matrisome-associated,ECM Regulators,SERPINB4,"serpin peptidase inhibitor, clade B (ovalbumin), member 4",LEUPIN|PI11|SCCA-2|SCCA1|SCCA2,10570,10570,C9JZ65:F8W9L1:H0Y5H9:P48594,NP_002965.1,Mouse:Gm8080|,
Matrisome-associated,ECM Regulators,SERPINB5,"serpin peptidase inhibitor, clade B (ovalbumin), member 5",PI5|maspin,8949,8949,C9JLM5:P36952,NP_002630.2,Mouse:Serpinb5|,
Matrisome-associated,ECM Regulators,SERPINB6,"serpin peptidase inhibitor, clade B (ovalbumin), member 6",CAP|DKFZp686I04222|MGC111370|MSTP057|PI6|PTI|SPI3,8950,8950,P35237,NP_001182220.2:NP_001258751.1:NP_001258752.1:NP_001258753.1:NP_001258754.1:NP_004559.4,Mouse:Serpinb6a|Mouse:Serpinb6b|Mouse:Serpinb6c|Mouse:Serpinb6d|,
Matrisome-associated,ECM Regulators,SERPINB7,"serpin peptidase inhibitor, clade B (ovalbumin), member 7",DKFZp686D06190|MEGSIN|MGC120014|MGC120015,13902,13902,C9JA68:C9JM00:C9JZR8:O75635,NP_001035237.1:NP_001248759.1:NP_001248760.1:NP_003775.1:XP_006722625.1,Mouse:Serpinb7|,
Matrisome-associated,ECM Regulators,SERPINB8,"serpin peptidase inhibitor, clade B (ovalbumin), member 8",CAP2|PI8,8952,8952,C9JTJ8:C9JVA8:H7BXK7:P50452,NP_001027018.1:NP_001263419.1:NP_002631.3:NP_942130.1,Mouse:Serpinb8|,
Matrisome-associated,ECM Regulators,SERPINB9,"serpin peptidase inhibitor, clade B (ovalbumin), member 9",CAP-3|CAP3|PI9,8955,8955,P50453,NP_004146.1:XP_005249241.1,Mouse:Serpinb9|Mouse:Serpinb9b|Mouse:Serpinb9c|Mouse:Serpinb9d|Mouse:Serpinb9e|Mouse:Serpinb9f|Mouse:Serpinb9g|,
Matrisome-associated,ECM Regulators,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",AT3|ATIII|MGC22579,775,775,P01008,NP_000479.1,Mouse:Serpinc1|,
Matrisome-associated,ECM Regulators,SERPIND1,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1",D22S673|HC2|HCF2|HCII|HLS2|LS2,4838,4838,P05546,NP_000176.2:XP_005261654.1,Mouse:Serpind1|,
Matrisome-associated,ECM Regulators,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PAI|PAI-1|PAI1|PLANH1,8583,8583,P05121,NP_000593.1,Mouse:Serpine1|,
Matrisome-associated,ECM Regulators,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2",GDN|PI7|PN1|PNI,8951,8951,C9JN98:C9JRK5:C9K031:P07093,NP_001130000.1:NP_001130002.1:NP_006207.1:XP_005246699.1,Mouse:Serpine2|,
Matrisome-associated,ECM Regulators,SERPINE3,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",-,24774,24774,A8MV23:E5RG55,NP_001094790.1,Mouse:Serpine3|,
Matrisome-associated,ECM Regulators,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1",EPC-1|PEDF|PIG35,8824,8824,I3L107:I3L1U4:I3L2R7:I3L3Z3:I3L425:I3L4F9:I3L4N7:I3L4Z0:P36955,NP_002606.3,Mouse:Serpinf1|,
Matrisome-associated,ECM Regulators,SERPINF2,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2",A2AP|AAP|ALPHA-2-PI|API|PLI,9075,9075,C9JMH6:C9JPV4:P08697,NP_000925.2:NP_001159392.1:NP_001159393.1:XP_005256758.1,Mouse:Serpinf2|,
Matrisome-associated,ECM Regulators,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",C1IN|C1INH|C1NH|HAE1|HAE2,1228,1228,B4E1F0:B4E1H2:B5MCB9:C9JZJ9:E9PGN7:E9PK97:H0YCA1:H9KV48:P05155,NP_000053.2:NP_001027466.1,Mouse:Serping1|,
Matrisome-associated,ECM Regulators,SERPINH1,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",AsTP3|CBP1|CBP2|HSP47|PIG14|PPROM|RA-A47|SERPINH2|,1546,1546,E9PIG2:E9PJH8:E9PK86:E9PKH2:E9PLA6:E9PMI5:E9PNX1:E9PPV6:E9PQ34:E9PR70:E9PRS3:H0YEP8:P50454,NP_001193943.1:NP_001226.2:XP_006718790.1:XP_006718791.1:XP_006718792.1,Mouse:Serpinh1|,
Matrisome-associated,ECM Regulators,SERPINI1,"serpin peptidase inhibitor, clade I (neuroserpin), member 1",DKFZp781N13156|PI12|neuroserpin,8943,8943,C9JDY5:C9JQU8:H7C5T9:Q99574,NP_001116224.1:NP_005016.1:XP_006713720.1,Mouse:Serpini1|,
Matrisome-associated,ECM Regulators,SERPINI2,"serpin peptidase inhibitor, clade I (pancpin), member 2",MEPI|PANCPIN|PI14|TSA2004,8945,8945,C9J7N5:C9JWE1:O75830,NP_001012303.1:NP_006208.1,Mouse:Serpini2|,
Matrisome-associated,ECM Regulators,SLPI,secretory leukocyte peptidase inhibitor,ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4,11092,11092,P03973,NP_003055.1,Mouse:Slpi|,
Matrisome-associated,ECM Regulators,SPAM1,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)",HYA1|HYAL1|HYAL3|HYAL5|MGC26532|PH-20|PH20|SPAG15,11217,11217,C9J2X5:P38567,NP_001167515.1:NP_001167516.1:NP_001167517.1:NP_003108.2:NP_694859.1,Mouse:Hyal5|Mouse:Spam1|,
Matrisome-associated,ECM Regulators,ST14,suppression of tumorigenicity 14 (colon carcinoma),HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15,11344,11344,Q9Y5Y6,NP_068813.1,Mouse:St14|,
Matrisome-associated,ECM Regulators,SULF1,sulfatase 1,FLJ30905|FLJ38022|FLJ41750|HSULF-1|KIAA1077|SULF-1,20391,20391,E9PI06:E9PJL8:E9PLS5:E9PPQ3:E9PS14:H0YDR1:Q8IWU6,NP_001121676.1:NP_001121677.1:NP_001121678.1:NP_055985.2,Mouse:Sulf1|,
Matrisome-associated,ECM Regulators,SULF2,sulfatase 2,DKFZp313E091|FLJ44488|FLJ90554|HSULF-2|KIAA1247|MG,20392,20392,B1AMP9:G3XAE6:H0Y872:Q8IWU5,NP_001155313.1:NP_061325.1:NP_940998.2:XP_005260515.1:XP_006723893.1,Mouse:Sulf2|,
Matrisome-associated,ECM Regulators,TGM1,"transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)",ICR2|KTG|LI|LI1|TGASE|TGK,11777,11777,B4DWR7:H0YKI6:H0YLJ6:H0YLT9:H0YMQ8:H0YN27:H0YNM4:P22735,NP_000350.1,Mouse:Tgm1|,
Matrisome-associated,ECM Regulators,TGM2,"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)",G-ALPHA-h|GNAH|TG2|TGC,11778,11778,A2A299:A2A2A0:B4DIT7:F5H6P0:P21980,NP_004604.2:NP_945189.1,Mouse:Tgm2|,
Matrisome-associated,ECM Regulators,TGM3,"transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)",MGC126249|MGC126250|TGE,11779,11779,Q08188,NP_003236.3,Mouse:Tgm3|,
Matrisome-associated,ECM Regulators,TGM4,transglutaminase 4 (prostate),FLJ26776|TGP|hTGP,11780,11780,F8WCU8:P49221,NP_003232.2,Mouse:Tgm4|,
Matrisome-associated,ECM Regulators,TGM5,transglutaminase 5,MGC141907|TGASE5|TGASEX|TGM6|TGMX|TGX,11781,11781,O43548,NP_004236.1:NP_963925.2,Mouse:Tgm5|,
Matrisome-associated,ECM Regulators,TGM6,transglutaminase 6,TGM3L|TGY|dJ734P14.3,16255,16255,O95932,NP_001241663.1:NP_945345.2,Mouse:Tgm6|,
Matrisome-associated,ECM Regulators,TGM7,transglutaminase 7,TGMZ,30790,30790,Q96PF1,NP_443187.1,Mouse:Tgm7|,
Matrisome-associated,ECM Regulators,TIMP1,TIMP metallopeptidase inhibitor 1,CLGI|EPA|EPO|FLJ90373|HCI|TIMP,11820,11820,B4DJK3:H0Y789:P01033:Q5H9A7:Q5H9B4:Q5H9B5,NP_003245.1:XP_005272702.1,Mouse:Timp1|,
Matrisome-associated,ECM Regulators,TIMP2,TIMP metallopeptidase inhibitor 2,CSC-21K,11821,11821,B4DFW2:K7EIX4:P16035,NP_003246.1,Mouse:Timp2|,
Matrisome-associated,ECM Regulators,TIMP3,TIMP metallopeptidase inhibitor 3,HSMRK222|K222|K222TA2|SFD,11822,11822,P35625,NP_000353.1,Mouse:Timp3|,
Matrisome-associated,ECM Regulators,TIMP4,TIMP metallopeptidase inhibitor 4,-,11823,11823,Q99727,NP_003247.1,Mouse:Timp4|,
Matrisome-associated,ECM Regulators,TLL1,tolloid-like 1,ASD6|TLL,11843,11843,D6RAK5:D6RBI6:D6RCE0:E9PD25:O43897,NP_001191689.1:NP_036596.3,Mouse:Tll1|,
Matrisome-associated,ECM Regulators,TLL2,tolloid-like 2,KIAA0932|MGC133312|MGC133313,11844,11844,Q9Y6L7,NP_036597.1,Mouse:Tll2|,
Matrisome-associated,ECM Regulators,TMPRSS15,"protease, serine, 7 (enterokinase)",ENTK|MGC133046|TMPRSS15|PRSS7,9490,9490,E9PG70:P98073,NP_002763.2,Mouse:Tmprss15|,
Matrisome-associated,Secreted Factors,AMH,anti-Mullerian hormone,MIF|MIS,464,464,K7EJU5:P03971,NP_000470.2,Mouse:Amh|,
Matrisome-associated,Secreted Factors,ANGPT1,angiopoietin 1,AGP1|AGPT|ANG1,484,484,B4DTQ9:E5RFF4:E7ERK4:Q15389,NP_001137.2:NP_001186788.1,Mouse:Angpt1|,
Matrisome-associated,Secreted Factors,ANGPT2,angiopoietin 2,AGPT2|ANG2,485,485,E7EVQ3:O15123,NP_001112359.1:NP_001112360.1:NP_001138.1,Mouse:Angpt2|,
Matrisome-associated,Secreted Factors,ANGPT4,angiopoietin 4,AGP4|ANG-3|ANG4|MGC138181|MGC138183,487,487,Q9Y264,NP_057069.1,Mouse:Angpt4|,
Matrisome-associated,Secreted Factors,ANGPTL1,angiopoietin-like 1,ANG3|ANGPT3|ARP1|AngY|KIAA0351|UNQ162|dJ595C2.2,489,489,O95841,NP_004664.1:XP_005245634.1,Mouse:Angptl1|,
Matrisome-associated,Secreted Factors,ANGPTL2,angiopoietin-like 2,ARP2|HARP|MGC8889,490,490,Q8NCH7:Q9UKU9,NP_036230.1,Mouse:Angptl2|,
Matrisome-associated,Secreted Factors,ANGPTL3,angiopoietin-like 3,ANGPT5,491,491,Q9Y5C1,NP_055310.1,Mouse:Angptl3|,
Matrisome-associated,Secreted Factors,ANGPTL4,angiopoietin-like 4,ANGPTL2|ARP4|FIAF|HFARP|NL2|PGAR|pp1158,16039,16039,M0QZ51:M0R0N8:M0R2X8:M0R369:M0R3A2:Q9BY76,NP_001034756.1:NP_647475.1,Mouse:Angptl4|,
Matrisome-associated,Secreted Factors,ANGPTL5,angiopoietin-like 5,-,19705,19705,E9PKF7:Q86XS5,NP_835228.2,,
Matrisome-associated,Secreted Factors,ANGPTL6,angiopoietin-like 6,AGF|ARP5,23140,23140,K7EKF6:Q8NI99,NP_114123.2,Mouse:Angptl6|,
Matrisome-associated,Secreted Factors,ANGPTL7,angiopoietin-like 7,AngX|CDT6|RP4-647M16.2|dJ647M16.1,24078,24078,O43827,NP_066969.1,Mouse:Angptl7|,
Matrisome-associated,Secreted Factors,AREG,amphiregulin,AR|AREGB|CRDGF|MGC13647|SDGF,651,651,D6RFX5:P15514,NP_001648.1,Mouse:Areg|,
Matrisome-associated,Secreted Factors,ARTN,artemin,ENOVIN|EVN|NBN,727,727,E9PIK2:E9PLG3:E9PN22:Q5T4W7,NP_001129687.1:NP_476431.2:NP_476432.2:XP_006711086.1:XP_006711087.1,Mouse:Artn|,
Matrisome-associated,Secreted Factors,BDNF,brain-derived neurotrophic factor,MGC34632,1033,1033,E9PMP3:P23560,NP_001137277.1:NP_001137278.1:NP_001137279.1:NP_001137280.1:NP_001137281.1:NP_001137282.1:NP_001137283.1:NP_001137284.1:NP_001137285.1:NP_001137286.1:NP_001137288.1:NP_001700.2:NP_733927.1:NP_733928.1:NP_733929.1:NP_733930.1:NP_733931.1,Mouse:Bdnf|,
Matrisome-associated,Secreted Factors,BMP10,bone morphogenetic protein 10,MGC126783,20869,20869,O95393,NP_055297.1,Mouse:Bmp10|,
Matrisome-associated,Secreted Factors,BMP15,bone morphogenetic protein 15,GDF9B|ODG2|POF4,1068,1068,O95972,NP_005439.2,Mouse:Bmp15|,
Matrisome-associated,Secreted Factors,BMP2,bone morphogenetic protein 2,BMP2A,1069,1069,P12643,NP_001191.1,Mouse:Bmp2|,
Matrisome-associated,Secreted Factors,BMP3,bone morphogenetic protein 3,BMP-3A,1070,1070,P12645,NP_001192.2,Mouse:Bmp3|,
Matrisome-associated,Secreted Factors,BMP4,bone morphogenetic protein 4,BMP2B|BMP2B1|MCOPS6|OFC11|ZYME,1071,1071,H0YLW3:H0YM53:H0YMP9:P12644:V9GYF1,NP_001193.2:NP_570911.2:NP_570912.2:XP_005268072.1,Mouse:Bmp4|,
Matrisome-associated,Secreted Factors,BMP5,bone morphogenetic protein 5,MGC34244,1072,1072,B4E0Y4:P22003,NP_066551.1,Mouse:Bmp5|,
Matrisome-associated,Secreted Factors,BMP6,bone morphogenetic protein 6,VGR|VGR1,1073,1073,P22004,NP_001709.1,Mouse:Bmp6|,
Matrisome-associated,Secreted Factors,BMP7,bone morphogenetic protein 7,OP-1,1074,1074,B1AKZ9:B1AL00:H0Y4B5:P18075,NP_001710.1,Mouse:Bmp7|,
Matrisome-associated,Secreted Factors,BMP8A,bone morphogenetic protein 8a,FLJ14351|FLJ45264,21650,21650,Q7Z5Y6,NP_861525.2,Mouse:Bmp8a|,
Matrisome-associated,Secreted Factors,BMP8B,bone morphogenetic protein 8b,BMP8|MGC131757|OP2,1075,1075,E7EMY8:P34820,NP_001711.2,Mouse:Bmp8b|,
Matrisome-associated,Secreted Factors,BRINP2,"family with sequence similarity 5, member B",BRINP2|DBCCR1L2|FLJ41342|KIAA1747|RP5-1026E2.1|FAM5B,13746,13746,Q9C0B6,NP_066988.1:XP_005245436.1,Mouse:Brinp2|,
Matrisome-associated,Secreted Factors,BRINP3,"family with sequence similarity 5, member C",BRINP3|DBCCR1L|DBCCR1L1|RP11-445K1.1|FAM5C,22393,22393,B1AMP1:B7Z260:Q76B58,NP_950252.1:XP_005245174.1:XP_005245175.1:XP_005245176.1:XP_005245177.1,Mouse:Brinp3|,
Matrisome-associated,Secreted Factors,BTC,betacellulin,-,1121,1121,H0Y8Q5:P35070,NP_001720.1,Mouse:Btc|,
Matrisome-associated,Secreted Factors,C1QTNF9B,C1q and tumor necrosis factor related protein 9B,RP11-45B20.2|CTRP9B|MGC117159,34072,34072,B2RNN3,NP_001007538.1,,
Matrisome-associated,Secreted Factors,CBLN1,cerebellin 1 precursor,-,1543,1543,H3BQD0:P23435,NP_004343.1,Mouse:Cbln1|,
Matrisome-associated,Secreted Factors,CBLN2,cerebellin 2 precursor,-,1544,1544,J3KST0:J3QS23:Q8IUK8,NP_872317.1:XP_006722457.1,Mouse:Cbln2|,
Matrisome-associated,Secreted Factors,CBLN3,cerebellin 3 precursor,PRO1486,20146,20146,G3V2Y8:Q6UW01,NP_001034860.1,Mouse:Cbln3|,
Matrisome-associated,Secreted Factors,CBLN4,cerebellin 4 precursor,CBLNL1,16231,16231,Q9NTU7,NP_542184.1,Mouse:Cbln4|,
Matrisome-associated,Secreted Factors,CCBE1,collagen and calcium binding EGF domains 1,FLJ30681|MGC50861,29426,29426,K7EQ81:Q6UXH8,NP_597716.1:XP_005266705.1:XP_005266706.1:XP_006722456.1,Mouse:Ccbe1|,
Matrisome-associated,Secreted Factors,CCL1,chemokine (C-C motif) ligand 1,I-309|P500|SCYA1|SISe|TCA3,10609,10609,P22362,NP_002972.1,Mouse:Ccl1|,
Matrisome-associated,Secreted Factors,CCL11,chemokine (C-C motif) ligand 11,MGC22554|SCYA11,10610,10610,P51671,NP_002977.1,Mouse:Ccl11|,
Matrisome-associated,Secreted Factors,CCL13,chemokine (C-C motif) ligand 13,CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1,10611,10611,J3QLQ9:Q99616,NP_005399.1,,
Matrisome-associated,Secreted Factors,CCL14,chemokine (C-C motif) ligand 14,CC-1|CC-3|CKb1|FLJ16015|HCC-1|HCC-3|MCIF|NCC-2|NCC,10612,10612,K7END2:Q16627,NP_116738.1:NP_116739.1,,
Matrisome-associated,Secreted Factors,CCL15,chemokine (C-C motif) ligand 15,HCC-2|HMRP-2B|LKN1|Lkn-1|MIP-1d|MIP-5|NCC-3|NCC3|S,10613,10613,H7BYL4:Q16663,NP_116741.2,,
Matrisome-associated,Secreted Factors,CCL16,chemokine (C-C motif) ligand 16,CKb12|HCC-4|ILINCK|LCC-1|LEC|LMC|MGC117051|Mtn-1|N,10614,10614,H0YCC1:K7ELY7:O15467,NP_004581.1:XP_005258077.1:XP_006725397.1,Mouse:Ccl16-ps|,
Matrisome-associated,Secreted Factors,CCL17,chemokine (C-C motif) ligand 17,A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC,10615,10615,Q92583,NP_002978.1,Mouse:Ccl17|,
Matrisome-associated,Secreted Factors,CCL18,chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated),AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18,10616,10616,P55774,NP_002979.1,,
Matrisome-associated,Secreted Factors,CCL19,chemokine (C-C motif) ligand 19,CKb11|ELC|MGC34433|MIP-3b|MIP3B|SCYA19,10617,10617,Q5VZ75:Q99731,NP_006265.1,Mouse:Ccl19|,
Matrisome-associated,Secreted Factors,CCL2,chemokine (C-C motif) ligand 2,GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|MGC9434|SCYA2|,10618,10618,J3KRT7:P13500,NP_002973.1,Mouse:Ccl2|,
Matrisome-associated,Secreted Factors,CCL20,chemokine (C-C motif) ligand 20,CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38,10619,10619,P78556,NP_001123518.1:NP_004582.1,Mouse:Ccl20|,
Matrisome-associated,Secreted Factors,CCL21,chemokine (C-C motif) ligand 21,6Ckine|CKb9|ECL|MGC34555|SCYA21|SLC|TCA4,10620,10620,O00585:Q5VZ73,NP_002980.1,Mouse:Ccl21a|Mouse:Ccl21b|Mouse:Ccl21c|,
Matrisome-associated,Secreted Factors,CCL22,chemokine (C-C motif) ligand 22,A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-,10621,10621,O00626,NP_002981.2,Mouse:Ccl22|,
Matrisome-associated,Secreted Factors,CCL23,chemokine (C-C motif) ligand 23,CK-BETA-8|CKb8|Ckb-8|Ckb-8-1|MIP-3|MIP3|MPIF-1|SCY,10622,10622,K7EMG9:P55773,NP_005055.3:NP_665905.2,,
Matrisome-associated,Secreted Factors,CCL24,chemokine (C-C motif) ligand 24,Ckb-6|MPIF-2|MPIF2|SCYA24,10623,10623,O00175,NP_002982.2,Mouse:Ccl24|,
Matrisome-associated,Secreted Factors,CCL25,chemokine (C-C motif) ligand 25,Ckb15|MGC150327|SCYA25|TECK,10624,10624,C9JDZ7:O15444,NP_001188288.1:NP_005615.2,Mouse:Ccl25|,
Matrisome-associated,Secreted Factors,CCL26,chemokine (C-C motif) ligand 26,IMAC|MGC126714|MIP-4a|MIP-4alpha|SCYA26|TSC-1,10625,10625,Q9Y258,NP_006063.1,Mouse:Ccl26|,
Matrisome-associated,Secreted Factors,CCL27,chemokine (C-C motif) ligand 27,ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27,10626,10626,Q9Y4X3,NP_006655.1,Mouse:Ccl27a|Mouse:Gm13306|Mouse:Gm13308|,
Matrisome-associated,Secreted Factors,CCL28,chemokine (C-C motif) ligand 28,CCK1|MEC|MGC71902|SCYA28,17700,17700,D6RC73:Q9NRJ3,NP_683513.1:XP_005248382.1,Mouse:Ccl28|,
Matrisome-associated,Secreted Factors,CCL3,chemokine (C-C motif) ligand 3,G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3,10627,10627,P10147,NP_002974.1,Mouse:Ccl3|,
Matrisome-associated,Secreted Factors,CCL3L3,chemokine (C-C motif) ligand 3-like 3,464.2|CCL3L1|D17S1718|LD78|LD78BETA|MGC12815|SCYA3,30554,30554,A8MVB7:P16619,NP_001001437.2:NP_066286.1,Mouse:Ccl3|,
Matrisome-associated,Secreted Factors,CCL4,chemokine (C-C motif) ligand 4,ACT2|AT744.1|G-26|LAG1|MGC104418|MGC126025|MGC1260,10630,10630,P13236:Q7M4M2,NP_002975.1:NP_996890.1,Mouse:Ccl4|,
Matrisome-associated,Secreted Factors,CCL4L1,chemokine (C-C motif) ligand 4-like 1,AT744.2|CCL4L|CCL4L2|LAG-1|LAG1|SCYA4L,10631,10631,F8W8U7:F8WAL9:Q8NHW4,NP_001278397.1:NP_001278398.1:NP_001278399.1:NP_001278400.1:NP_001278401.1:NP_001278402.1:NP_001278403.1:NP_001278404.1:NP_996890.1,Mouse:Ccl4|,
Matrisome-associated,Secreted Factors,CCL4L2,chemokine (C-C motif) ligand 4-like 2,AT744.2|CCL4L|SCYA4L,24066,24066,F8W8W8:Q8NHW4,NP_001278397.1:NP_001278398.1:NP_001278399.1:NP_001278400.1:NP_001278401.1:NP_001278402.1:NP_001278403.1:NP_001278404.1:NP_996890.1,Mouse:Ccl4|,
Matrisome-associated,Secreted Factors,CCL5,chemokine (C-C motif) ligand 5,D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228,10632,10632,K7EJM0:P13501,NP_002976.2,Mouse:Ccl5|,
Matrisome-associated,Secreted Factors,CCL7,chemokine (C-C motif) ligand 7,FIC|MARC|MCP-3|MCP3|MGC138463|MGC138465|NC28|SCYA6,10634,10634,A8MVH1:A8MX17:P80098:Q7Z7Q8,NP_006264.2,Mouse:Ccl7|,
Matrisome-associated,Secreted Factors,CCL8,chemokine (C-C motif) ligand 8,HC14|MCP-2|MCP2|SCYA10|SCYA8,10635,10635,P80075,NP_005614.2,Mouse:Ccl8|,
Matrisome-associated,Secreted Factors,CFC1,"cripto, FRL-1, cryptic family 1",CRYPTIC|FLJ77897|HTX2|MGC133213,18292,18292,P0CG37,NP_001257349.1:NP_001257350.1:NP_115934.1,Mouse:Cfc1|,
Matrisome-associated,Secreted Factors,CFC1B,"cripto, FRL-1, cryptic family 1B",-,33983,33983,P0CG36,NP_001072998.1,,
Matrisome-associated,Secreted Factors,CHRD,chordin,MGC133038,1949,1949,B7Z6F4:E7ESX1:Q9H2X0,NP_003732.2:XP_005247907.1,Mouse:Chrd|,
Matrisome-associated,Secreted Factors,CHRDL1,chordin-like 1,CHL|NRLN1|VOPT|dA141H5.1,29861,29861,D3YTA8:Q9BU40,NP_001137453.1:NP_001137454.1:NP_001137455.2:NP_660277.2:XP_005262278.1:XP_005262279.1,Mouse:Chrdl1|,
Matrisome-associated,Secreted Factors,CHRDL2,chordin-like 2,BNF1|CHL2|DKFZp586N2124|FKSG37,24168,24168,A8MQ10:H0YCU0:H0YDT1:Q6WN33:Q6WN34,NP_001265402.1:NP_056239.3,Mouse:Chrdl2|,
